palyer_id,game_id,team_id,goals
61644,2578273,762,1
46001,2578244,762,1
71292,2578028,762,1
51540,2586779,762,1
51540,2586809,762,1
258188,2578274,762,1
184892,2609775,244,1
184892,2609817,244,1
246968,2577967,762,1
246968,2577995,762,1
246968,2578024,762,1
246968,2578074,762,1
246968,2578101,762,1
246968,2578179,762,1
51152,2577987,762,1
51152,2577995,762,1
51152,2578074,762,1
51152,2578092,762,1
51152,2578145,762,1
51152,2578194,762,1
51152,2578207,762,2
51152,2578274,762,1
75287,2618568,762,2
75287,2618588,762,1
33952,2577859,3182,1
33952,2578043,3182,1
33952,2578273,3182,1
2998,2578102,1003,1
2998,2578141,1003,2
10003,2578198,1003,1
10003,2578283,1003,1
55687,2577955,641,1
225083,2578022,1003,1
73491,2578107,1003,1
73491,2578157,1003,1
73491,2578264,1003,1
56872,2578157,1003,1
56872,2578260,1003,1
157506,2577979,1003,1
61560,2577861,1003,1
61560,2578280,1003,1
171424,2577861,1003,2
171424,2577891,1003,1
171424,2577902,1003,1
171424,2577964,1003,1
171424,2578012,1003,2
171424,2578054,1003,3
171424,2578065,1003,1
171424,2578068,1003,2
171424,2578141,1003,1
171424,2578172,1003,1
171424,2578183,1003,1
171424,2578280,1003,1
197838,2577861,1003,1
197838,2577939,1003,1
197838,2577955,1003,1
197838,2577964,1003,1
197838,2577971,1003,2
79642,2577891,1003,1
197838,2577979,1003,1
197838,2577983,1003,2
197838,2578005,1003,1
197838,2578012,1003,1
197838,2578022,1003,1
197838,2578035,1003,1
197838,2578031,1003,1
197838,2578065,1003,1
79642,2578035,1003,1
79642,2578068,1003,1
197838,2578107,1003,1
197838,2578123,1003,2
197838,2578144,1003,1
79642,2578095,1003,1
197838,2578211,1003,2
79642,2578192,1003,1
197838,2578235,1003,1
197838,2578260,1003,2
37011,2577955,1003,1
54890,2578035,1003,1
54890,2578107,1003,1
54890,2578154,1003,1
54890,2578235,1003,1
54890,2578280,1003,2
130756,2578152,512,1
130756,2578252,512,1
28990,2578269,512,1
86792,2578227,512,2
86792,2578170,512,1
44675,2577964,512,1
44675,2578007,512,1
44675,2578029,512,1
44675,2578072,512,1
44675,2578086,512,1
44675,2578209,512,1
44675,2578217,512,1
3306,2577964,512,1
3306,2577970,512,1
3306,2578228,512,1
3306,2578099,512,1
3306,2578201,512,1
41384,2577890,512,1
41384,2577980,512,1
41384,2578036,512,1
41384,2578067,512,2
41384,2578086,512,1
41384,2578227,512,1
41384,2578151,512,2
41384,2578180,512,1
41384,2578281,512,1
62049,2577890,512,1
62049,2577897,512,1
62049,2577970,512,1
62049,2578171,512,1
62049,2578252,512,1
81999,2578227,512,1
81999,2578099,512,1
81999,2578152,512,1
81999,2578201,512,1
67355,2578105,2288,1
67355,2578155,2288,1
85475,2578191,2288,1
81796,2578088,2288,1
81796,2578251,2288,1
40613,2578243,2288,1
90466,2577976,2288,1
90466,2578004,2288,1
90466,2578233,2288,1
90466,2578085,2288,1
90466,2578108,2288,1
90466,2578121,2288,1
90466,2578139,2288,1
90466,2578186,2288,1
90466,2578177,2288,1
90466,2578209,2288,1
90466,2578212,2288,1
45403,2577858,2288,1
45403,2577883,2288,1
45403,2577944,2288,1
45403,2578001,2288,1
45403,2578004,2288,1
45403,2578028,2288,1
45403,2578085,2288,1
45403,2578108,2288,1
45403,2578243,2288,2
45403,2578251,2288,1
45403,2578282,2288,1
189070,2578177,2288,1
68306,2578153,2288,1
68306,2578209,2288,1
68306,2603974,2288,1
68306,2603987,2288,2
68306,2604032,2288,1
68306,2604047,2288,1
68306,2604104,2288,1
68306,2604118,2288,1
68306,2604144,2288,1
68306,2604164,2288,1
14066,2578155,2288,1
14066,2578251,2288,1
22388,2577858,2288,1
22388,2577883,2288,1
22388,2577900,2288,1
22388,2577944,2288,1
22388,2578059,2288,1
22388,2578251,2288,1
84481,2609715,1082,1
84481,2609752,1082,1
84481,2609784,1082,2
84481,2609793,1082,1
84481,2609842,1082,1
145988,2577863,873,1
145988,2578043,873,1
81801,2578072,873,1
46791,2577895,873,1
46791,2577948,873,1
45693,2577981,989,1
45693,2577982,989,1
45693,2578053,989,1
196522,2578203,873,1
196522,2578269,873,2
95435,2578072,873,1
95435,2578159,873,2
95435,2578163,873,2
8883,2578138,873,1
75471,2577994,873,1
75471,2578021,873,1
75471,2578043,873,2
75471,2578279,873,1
4241,2578049,405,1
4241,2578127,405,1
98240,2578257,405,1
32617,2578030,405,1
126014,2578151,405,1
91317,2578278,405,2
127987,2577955,405,1
127987,2578247,405,1
203460,2577955,405,1
31552,2577942,405,2
39908,2577857,405,1
39908,2577961,405,2
39908,2578095,405,1
39908,2578166,405,1
108354,2578004,405,1
108354,2578011,405,1
108354,2578030,405,1
108354,2578079,405,1
108354,2578081,405,1
108354,2578214,405,1
108354,2578257,405,1
37148,2578127,405,1
65255,2578207,1123,1
33951,2578110,1123,1
67303,2577888,1123,1
67303,2577897,1123,1
67303,2577963,1123,1
38073,2578207,1123,1
12384,2578078,1123,1
12384,2578220,1123,1
12704,2577888,1123,1
45395,2578034,1123,1
45395,2578219,1123,1
45395,2578099,1123,1
128229,2577988,1123,1
128229,2578149,1123,1
128229,2578188,1123,1
24589,2577956,1123,1
24589,2578069,1123,1
24589,2578110,1123,1
24589,2578149,1123,1
15921,2577956,1123,1
129078,2577863,1123,1
129078,2577888,1123,1
129078,2577988,1123,1
129078,2577995,1123,1
129078,2578160,1123,1
129078,2578246,1123,1
35413,2578039,989,1
35855,2577956,1123,1
35855,2578014,1123,1
35855,2578078,1123,1
44624,2577979,1123,1
44624,2577995,1123,1
44624,2578219,1123,1
44624,2578110,1123,1
44624,2578207,1123,1
44624,2578246,1123,2
41355,2594806,150,1
42412,2578228,984,1
121477,2577986,984,1
121477,2578060,984,1
121477,2578159,984,1
121477,2578253,984,1
25248,2578060,984,1
40567,2578073,984,1
37171,2578084,984,1
37171,2578159,984,1
37171,2578157,984,1
27614,2577894,984,2
27614,2578040,984,1
85935,2578058,984,1
85935,2578084,984,1
3547,2578240,984,1
37157,2578228,984,1
37157,2578210,984,1
80197,2577941,984,1
80197,2578008,984,1
80197,2578012,984,1
80197,2578121,984,1
80197,2578146,984,1
80197,2578157,984,1
80197,2578175,984,1
80197,2578250,984,1
80197,2578284,984,1
128897,2577959,984,1
128897,2577986,984,1
128897,2577997,984,1
128897,2578159,984,1
49655,2578012,984,1
64308,2618581,683,1
57420,2578200,289,2
52119,2578046,289,1
52119,2578247,289,1
52119,2578109,289,1
52119,2578128,289,1
52119,2578200,289,1
36866,2578019,289,1
57079,2578270,289,1
60573,2577942,289,1
84835,2604074,1025,1
84835,2604086,1025,1
84835,2604149,1025,1
84835,2604170,1025,1
84835,2604175,1025,1
84835,2604213,1025,1
84835,2604316,1025,1
96754,2578070,289,1
96754,2578075,289,1
96754,2578163,289,1
96754,2578241,289,1
38497,2577942,289,1
96754,2578288,289,1
31579,2578019,289,1
38497,2577978,289,1
31579,2578134,289,1
248045,2577888,289,1
38497,2578270,289,1
248045,2578046,289,1
248045,2578241,289,1
103565,2578140,289,1
103565,2578288,289,1
103565,2586770,289,1
103565,2586798,289,1
103565,2586809,289,1
103565,2586904,289,1
103565,2600637,289,1
35099,2577861,244,1
35099,2577978,244,1
35099,2578019,244,1
35099,2578009,244,1
44855,2578163,289,1
35099,2609754,244,1
35099,2609844,244,1
3875,2577861,289,1
3875,2577900,289,1
3875,2578009,289,1
3875,2578026,289,1
3875,2578247,289,2
3875,2578085,289,3
3875,2578134,289,1
3875,2578168,289,1
3875,2578194,289,1
3875,2578241,289,1
3875,2578281,289,1
3875,2578288,289,1
90836,2577956,989,1
90836,2578156,989,1
90836,2578177,989,1
90836,2578214,989,1
37152,2578234,989,1
61819,2578073,989,1
61819,2578096,989,1
61819,2578179,989,1
61841,2578032,989,1
61841,2578073,989,1
44983,2577970,989,1
44983,2578028,989,1
44983,2578096,989,1
92469,2577968,989,1
92469,2577996,989,1
28140,2578177,989,1
92469,2578152,989,1
92469,2578250,989,1
55742,2578093,989,1
186997,2594695,1084,1
81455,2603996,989,1
186997,2594848,1084,1
87672,2578032,989,2
87672,2578057,989,1
110858,2578096,989,1
110858,2578128,989,1
110858,2578122,989,1
110858,2578156,989,1
36939,2577898,989,1
36939,2578122,989,1
36939,2578245,989,1
123682,2577898,989,3
123682,2577939,989,1
123682,2577968,989,1
91059,2578028,989,1
91059,2578057,989,1
91059,2578179,989,1
91059,2578177,989,1
91059,2578214,989,1
91059,2578249,989,1
53622,2755694,281,2
53622,2698099,281,1
53622,2698186,281,2
88755,2755694,281,1
88755,2698094,281,1
88755,2698099,281,1
88755,2698294,281,1
88755,2698242,281,1
88755,2698363,281,1
88755,2698382,281,1
35518,2755718,281,1
35518,2698229,281,1
35518,2698242,281,1
35518,2698363,281,1
35518,2698369,281,1
13091,2698178,281,2
50362,2698354,281,1
13091,2698218,281,1
13091,2698242,281,1
18935,2754928,368,1
13091,2698382,281,1
18935,2718763,368,1
18935,2718784,368,1
134425,2754911,281,1
134425,2805637,281,1
134425,2698011,281,2
134425,2698099,281,1
134425,2698114,281,1
134425,2698237,281,1
134425,2698269,281,1
134425,2698363,281,1
70934,2754911,281,1
70934,2697999,281,2
70934,2698134,281,1
70934,2698221,281,1
363205,2698242,281,1
363205,2698288,281,2
363205,2698384,281,1
363205,2698369,281,1
363205,2698382,281,1
363205,2698361,281,1
26399,2754182,281,3
26399,2805637,281,2
26399,2697993,281,1
26399,2697999,281,2
26399,2698114,281,2
26399,2698186,281,2
26399,2698185,281,1
26399,2698181,281,2
26399,2698277,281,1
26399,2698352,281,1
26399,2698311,281,1
26399,2698430,281,1
26399,2698348,281,1
26399,2698354,281,1
26399,2698368,281,1
26399,2698384,281,1
26399,2698361,281,2
295330,2754182,281,1
295330,2755734,281,1
295330,2698094,281,1
295330,2698099,281,1
295330,2698140,281,1
295330,2698218,281,1
81808,2698167,512,2
192565,2805637,281,1
192565,2805645,281,1
192565,2698237,281,1
192565,2698294,281,1
192565,2698352,281,1
192565,2698430,281,1
192565,2698368,281,1
175722,2698300,148,1
175722,2698345,148,1
42710,2754185,148,1
42710,2698391,148,1
50174,2698013,148,1
50174,2698217,148,1
45314,2726695,12,1
45314,2726780,12,1
192765,2698391,148,1
77760,2698002,148,1
77760,2698224,148,1
77760,2698364,148,1
77760,2698391,148,1
249126,2698162,148,1
69633,2698188,148,1
69633,2698212,148,2
69633,2698224,148,2
69633,2698305,148,1
69633,2698383,148,1
69633,2698346,148,1
19368,2698342,148,1
207929,2755742,148,1
207929,2698087,148,1
207929,2698116,148,1
207929,2698126,148,1
207929,2698217,148,1
61834,2698132,3008,1
207929,2698240,148,2
207929,2698210,148,2
121279,2698377,2288,1
207929,2698265,148,2
207929,2698294,148,1
207929,2698266,148,1
207929,2698334,148,1
207929,2698305,148,1
207929,2698383,148,1
207929,2698345,148,1
207929,2698379,148,1
207929,2698391,148,1
91845,2754899,148,1
91845,2698087,148,2
91845,2698113,148,2
91845,2698212,148,1
91845,2698240,148,1
91845,2698294,148,1
91845,2698300,148,1
91845,2698383,148,1
91845,2698345,148,2
91845,2698342,148,1
91845,2698396,148,2
241119,2701655,244,1
241119,2702794,244,1
241119,2702826,244,1
241119,2735534,244,1
111630,2697991,148,1
132098,2755713,148,1
132098,2755742,148,1
132098,2698087,148,1
132098,2698100,148,1
132098,2698164,148,1
132098,2698162,148,2
132098,2698212,148,2
132098,2698240,148,1
132098,2698210,148,2
132098,2698258,148,3
132098,2698273,148,1
132098,2698266,148,3
132098,2698334,148,2
132098,2698342,148,1
132098,2698379,148,1
132098,2698364,148,1
132098,2698396,148,4
132098,2698391,148,3
207015,2698155,148,1
207015,2698342,148,1
76277,2698095,11,1
76277,2698120,11,1
88590,2698243,11,1
88590,2698430,11,1
191217,2698428,11,1
50057,2698428,11,1
143424,2754914,11,1
143424,2697986,11,1
143424,2698208,11,1
111455,2755697,11,1
111455,2698096,11,1
111455,2698410,11,1
15799,2698014,11,1
15799,2698095,11,1
242631,2755729,11,1
242631,2698213,11,1
242631,2698225,11,1
242631,2698390,11,1
35664,2754914,11,3
35664,2755697,11,1
35664,2698014,11,1
35664,2698108,11,1
35664,2698131,11,1
35664,2698208,11,1
35664,2698213,11,1
35664,2698422,11,1
35664,2698402,11,1
35664,2698358,11,1
82442,2755697,11,1
82442,2755719,11,1
82442,2698139,11,2
82442,2698157,11,1
82442,2698204,11,1
82442,2698225,11,1
82442,2698250,11,1
82442,2698261,11,1
82442,2698417,11,1
82442,2698422,11,1
82442,2698341,11,1
82442,2698358,11,2
33713,2754907,11,2
33713,2754914,11,1
33713,2805648,11,1
33713,2697986,11,1
33713,2698096,11,1
33713,2698108,11,1
33713,2698131,11,2
33713,2698159,11,1
33713,2698213,11,1
33713,2698237,11,1
33713,2698430,11,1
33713,2698422,11,1
40433,2754178,11,1
40433,2754914,11,1
40433,2805640,11,1
40433,2698014,11,1
40433,2698096,11,2
40433,2698108,11,1
40433,2698139,11,2
40433,2698159,11,2
40433,2698208,11,3
40433,2698203,11,1
40433,2698250,11,1
40433,2698261,11,1
40433,2698243,11,1
40433,2698409,11,2
40433,2698350,11,1
40433,2698402,11,1
40433,2698341,11,1
40433,2698358,11,1
40433,2698427,11,2
40433,2698428,11,1
67063,2698318,11,1
67063,2698410,11,1
73185,2755729,11,3
73185,2698250,11,1
73185,2718712,11,1
93176,2698434,985,1
103427,2698110,985,1
12282,2698206,985,1
56818,2698327,29,1
33544,2698344,985,1
67355,2698203,29,1
13507,2698172,29,1
13507,2698270,29,1
220755,2698321,29,1
13520,2698317,29,1
13520,2698425,29,1
13520,2698343,29,1
68390,2698105,29,1
68390,2698149,29,1
68390,2698203,29,1
68390,2698252,29,1
3291,2698004,29,1
3291,2698105,29,1
131978,2697991,29,1
131978,2698176,29,1
131978,2698241,29,1
131978,2698431,29,1
131978,2698420,29,1
314210,2698302,29,1
314210,2698425,29,1
45333,2698431,29,1
126665,2698413,29,1
406040,2698302,29,1
75471,2698152,29,1
33639,2698004,29,1
33639,2698223,29,1
33639,2698302,29,1
33639,2698327,29,1
96341,2698090,29,3
96341,2698105,29,1
96341,2698121,29,1
96341,2698134,29,1
96341,2698176,29,1
96341,2698194,29,2
96341,2698223,29,1
96341,2698270,29,1
96341,2698302,29,1
96341,2698431,29,4
96341,2698413,29,1
96341,2698334,29,1
96341,2698327,29,1
96341,2698421,29,2
96341,2698425,29,2
96341,2698343,29,1
96341,2698428,29,1
129476,2726715,5,1
129476,2726778,5,1
129476,2726828,5,1
129476,2726834,5,1
209781,2698298,3008,1
209781,2698329,3008,2
209781,2698433,3008,1
139503,2698270,29,1
139503,2698334,29,1
139503,2698421,29,1
306024,2698421,29,1
37526,2698171,379,1
37526,2698268,379,1
12691,2697989,379,1
12691,2698398,379,1
66934,2698314,379,1
31835,2698202,379,1
31835,2698199,379,1
31835,2698295,379,1
101213,2698295,379,1
37647,2698118,244,1
37647,2698190,244,1
37647,2735514,244,1
37647,2735551,244,1
37647,2735584,244,1
37647,2735603,244,1
135853,2698103,379,1
135853,2698133,379,1
135853,2698162,379,1
135853,2698260,379,1
135853,2698287,379,1
135853,2698330,379,1
135853,2698331,379,1
135853,2698389,379,1
45403,2698268,379,1
45403,2698323,379,1
45403,2698313,379,1
45403,2698331,379,1
45403,2698398,379,1
45403,2698388,379,1
22614,2697992,379,1
22614,2698093,379,1
22614,2698096,379,1
22614,2698160,379,1
22614,2698222,379,1
22614,2698241,379,1
57162,2698260,379,1
22614,2698301,379,1
57162,2698287,379,1
57162,2698388,379,1
104124,2698005,379,1
104124,2698011,379,1
104124,2698088,379,2
104124,2698103,379,1
104124,2698162,379,1
104124,2698190,379,1
104124,2698268,379,1
104124,2698313,379,1
120610,2698150,379,1
48066,2698208,379,1
96828,2718934,1049,1
96828,2718865,1049,1
48066,2698268,379,1
96828,2719017,1049,2
48066,2698260,379,1
48066,2698251,379,2
48066,2698295,379,1
96828,2719064,1049,1
48066,2698306,379,1
139208,2698240,180,1
81789,2698337,180,1
40611,2698228,180,1
40611,2698393,180,1
104223,2698339,180,1
66100,2698393,180,1
181579,2698106,180,1
181579,2698281,180,1
181579,2698305,180,1
181579,2698337,180,1
36139,2698106,180,1
36139,2698281,180,1
36139,2698316,180,1
129078,2697995,180,1
129078,2698130,180,1
129078,2698140,180,1
129078,2698316,180,2
129078,2698337,180,1
129078,2698400,180,1
232271,2698193,180,1
129627,2698101,180,1
129627,2698106,180,1
129627,2698130,180,2
129627,2698160,180,1
129627,2698192,180,1
112343,2754916,180,1
112343,2698295,180,1
112343,2698272,180,2
112343,2698316,180,1
112343,2726529,180,1
112343,2726647,180,1
112343,2726659,180,1
53360,2698012,180,1
53360,2698228,180,2
53360,2698281,180,1
53360,2698400,180,1
37304,2698271,180,1
37304,2698290,180,1
37304,2698272,180,1
61592,2698098,873,1
61592,2698226,873,1
61592,2698166,873,1
62688,2698007,873,1
62688,2698098,873,1
62688,2698284,873,1
52119,2698000,873,1
52119,2698119,873,1
52119,2698230,873,1
52119,2698264,873,1
52119,2698360,873,1
74300,2698347,873,1
74300,2698360,873,1
29434,2698168,873,1
29434,2698234,873,1
29434,2698347,873,1
29434,2698085,873,1
41416,2698098,873,1
41416,2698111,873,1
41416,2698143,873,2
41416,2698207,873,1
34409,2698111,873,1
145988,2698086,873,1
145988,2698226,873,1
145988,2698222,873,1
145988,2698257,873,1
145988,2698312,873,1
