player_id,team_id,game_id,yellow_card,second_yellow_card,red_card
43763,512,2578007,45',,
43763,512,2577999,89',,
43763,512,2578046,81',,
43763,512,2578066,38',,
43763,512,2578171,53',,
43763,512,2578180,55',,
43763,512,2578217,26',,
43763,512,2578269,21',,
53173,512,2578015,63',,
53173,512,2578227,23',,
31642,512,2578228,,,83'
74228,512,2577890,74',,
74228,512,2578170,45 + 1',,
3881,512,2578036,90',,
12124,512,2577890,8',,
12124,512,2577970,89',,
12124,512,2577999,77',,
12124,512,2578036,44',,
12124,512,2578171,73',,
12124,512,2578269,3',,
15773,512,2577945,81',,
130756,512,2618561,89',,
130756,512,2618622,36',,
130756,512,2578152,90 + 4',,
130756,512,2578258,61',,
130756,512,2578281,82',,
130756,512,2578252,40',,
147034,383,2645819,120',,
28990,512,2577864,73',,
28990,512,2577941,,,31'
28990,512,2577999,90',,
28990,512,2578015,90 + 3',,
28990,512,2578046,33',,
28990,512,2578258,79',,
28990,512,2578281,74',,
86792,512,2578007,65',,
86792,512,2578072,52',,
86792,512,2578107,59',,
44675,512,2577964,70',,
44675,512,2578086,49',,
3306,512,2578201,76',,
41384,512,2578015,82',,
41384,512,2578228,75',,
62049,512,2578129,59',,
62049,512,2578152,21',,
62049,512,2578252,89',,
29692,2288,2578108,52',,
67355,2288,2577858,90 + 3',,
67355,2288,2578007,41',,
67355,2288,2578004,31',,
67355,2288,2578013,89',,
67355,2288,2578153,28',,
67355,2288,2578209,21',,
67355,2288,2578212,76',,
67355,2288,2578280,72',,
85475,2288,2578001,26',,
85475,2288,2578139,75',,
85475,2288,2578280,63',,
67416,2288,2578059,43',,
67416,2288,2578221,59',,
67416,2288,2578186,34',,
67416,2288,2578212,43',,
67421,33616,2578028,72',,
67421,33616,2578055,70',,
66219,2288,2577883,61',,
66219,2288,2578004,29',,
66219,2288,2578085,,,37'
66413,618,2609835,,,73'
81796,2288,2577953,67',,
81796,2288,2578013,57',,
81796,2288,2578054,74',,
81796,2288,2578221,65',,
66550,2288,2578088,86',,
66550,2288,2578233,64',,
66550,2288,2578108,43',,
66550,2288,2578186,90 + 4',,
66550,2288,2578212,30',,
66550,2288,2578243,74',,
40613,2288,2577858,45 + 2',,
40613,2288,2577973,45 + 1',,
40613,2288,2578243,41',,
63342,2288,2578212,79',,
63342,2288,2578244,9',,
40043,2288,2578054,47',,
40043,2288,2578105,62',,
40043,2288,2578191,90 + 1',,
40043,2288,2578282,74',,
90466,2288,2577900,90 + 2',,
90466,2288,2578004,73',,
90466,2288,2578028,87',,
90466,2288,2578105,90 + 2',,
90466,2288,2578108,66',,
90466,2288,2578191,59',,
45403,2288,2577883,49',,
45403,2288,2577900,54',,
45403,2288,2577973,80',,
45403,2288,2578153,58',,
45403,2288,2578155,40',,
68306,2288,2578153,42',,
68306,2288,2578212,70',,
14066,2288,2577944,43',,
68306,2288,2604118,33',,
14066,2288,2578155,77',,
14066,2288,2578191,87',,
84481,1082,2609773,40',,
145988,873,2577985,88',,
145988,873,2577994,87',,
145988,873,2578005,87',,
145988,873,2578043,38',,
145988,873,2578122,43',,
46791,873,2578203,90 + 4',,
42411,873,2577994,79',,
45693,989,2577968,90 + 4',,
45693,989,2577981,43',,
196522,873,2577992,32',44',
196522,873,2578010,80',,
95435,873,2578048,53',,
19085,873,2578117,71',,
8883,873,2578159,25',,
39471,405,2578016,90',,
39471,405,2578049,90',,
75471,873,2577972,62',,
75471,873,2578205,21',,
49319,405,2578095,14',,
49319,405,2578257,77',,
129085,405,2578151,90 + 4',,
4241,405,2578081,90',,
4241,405,2578191,90',,
98240,405,2577857,45 + 1',,
98240,405,2577895,83',,
98240,405,2577942,37',,
98240,405,2578030,88',,
98240,405,2578166,13',,
98240,405,2578261,59',,
57515,405,2578095,32',,
57515,405,2578191,27',,
57515,405,2578195,45 + 2',,
57515,405,2578257,,,73'
37397,367,2594750,15',,
37397,367,2594770,24',,
37397,367,2594811,62',,
37397,367,2594831,60',,
3548,405,2577991,62',,
3548,405,2578004,77',,
3548,405,2578011,67',,
3548,405,2578232,65',,
32617,405,2578004,31',,
32617,405,2578219,90 + 3',,
32617,405,2578112,41',,
241229,405,2577955,81',,
241229,405,2577959,82',,
164771,405,2578219,42',,
164771,405,2578089,68',,
164771,405,2578143,77',,
164771,405,2578167,45',,
9619,405,2578011,90 + 2',,
9619,405,2578049,89',,
9619,405,2578081,78',,
9619,405,2578247,43',,
9619,405,2578151,45',,
9619,405,2578195,78',85',
9619,405,2578278,58',,
51226,405,2578030,90 + 8',,
51226,405,2578195,61',,
51226,405,2578255,39',,
126014,405,2577857,74',,
126014,405,2577895,86',,
126014,405,2578079,77',,
126014,405,2578081,11',,
126014,405,2578095,85',,
126014,405,2578143,42',,
126014,405,2578166,27',,
126014,405,2578257,41',,
126665,405,2577857,75',,
126665,405,2577885,90 + 1',,
91317,405,2577857,90 + 2',,
91317,405,2577980,44',,
126665,405,2578219,77',,
126665,405,2578089,80',,
126665,405,2578151,36',,
91317,405,2578079,84',,
126665,405,2578166,20',,
91317,405,2578219,90 + 2',,
126665,405,2578195,28',,
126665,405,2578214,36',,
126665,405,2578278,82',,
126665,405,2578257,45 + 1',,
91317,405,2578143,65',,
91317,405,2578195,87',,
127987,405,2577942,79',,
127987,405,2577959,62',,
127987,405,2578247,87',,
203460,405,2577991,85',,
204103,405,2578247,69',,
39908,405,2577895,54',,
39908,405,2578247,90 + 5',,
108354,405,2577885,71',,
108354,405,2577991,49',,
108354,405,2578011,42',,
108354,405,2578079,79',,
108354,405,2578219,90',,
108354,405,2578136,,,17'
108354,405,2578214,90 + 2',,
65255,1123,2578127,77',,
65255,1123,2578160,76',,
65255,1123,2578205,37',,
33951,1123,2577888,7',,
33951,1123,2577897,47',,
33951,1123,2578025,61',,
33951,1123,2578120,29',,
74088,1123,2578220,88',,
74088,1123,2578096,43',,
67303,1123,2577897,45 + 1',,
67303,1123,2578014,,,88'
67303,1123,2578069,90 + 2',,
67303,1123,2578219,90 + 3',,
67303,1123,2578186,50',,
38073,1123,2578025,69',,
38073,1123,2578241,59',,
67252,1123,2578052,76',,
67252,1123,2578219,61',,
67252,1123,2578154,51',,
67252,1123,2578160,39',,
67252,1123,2578186,46',,
67252,1123,2578189,12',,
67252,1123,2578246,47',,
12384,1123,2577863,23',,
12384,1123,2577888,48',,
12384,1123,2577897,62',,
12384,1123,2577956,20',,
12384,1123,2577963,53',,
12384,1123,2578014,90',,
12384,1123,2578052,30',,
12384,1123,2578087,45 + 1',,
12384,1123,2578099,77',,
12384,1123,2578120,89',,
12704,1123,2577897,81',,
12704,1123,2577943,27',30',
82281,1123,2618545,65',,
38388,1123,2578188,81',,
38388,1123,2578246,84',,
45272,1123,2578025,31',,
45395,1123,2578008,22',,
45395,1123,2578087,77',,
45395,1123,2578127,12',,
45395,1123,2578149,90 + 2',,
45395,1123,2578160,13',,
45395,1123,2578189,74',,
45395,1123,2578188,90 + 5',,
36608,1123,2577963,78',,
36608,1123,2577995,68',,
3995,1123,2578034,90 + 6',,
3995,1123,2578025,47',,
3995,1123,2578039,57',,
3995,1123,2578078,27',,
3995,1123,2578099,,,31'
3995,1123,2578186,57',,
3995,1123,2578189,50',,
3995,1123,2578268,90 + 2',,
128229,1123,2578052,87',,
128229,1123,2578078,52',,
128229,1123,2578186,17',,
24589,1123,2577956,30',,
35413,989,2578122,90',,
35413,989,2578179,89',,
35855,1123,2578014,76',,
35855,1123,2578186,13',,
13572,984,2578146,75',,
41355,150,2594806,86',,
3838,984,2578040,90 + 1',,
3838,984,2578084,68',,
73482,984,2577866,58',,
73482,984,2577994,61',,
73482,984,2578145,63',,
73482,984,2578159,78',,
42412,984,2578073,39',,
42412,984,2578206,88',,
121477,984,2577997,9',,
42412,984,2578253,60',,
121477,984,2578033,43',,
42412,984,2578284,87',,
121477,984,2578159,17',,
25248,984,2577892,31',,
25248,984,2578050,17',,
25248,984,2578088,41',,
25248,984,2578145,83',,
25248,984,2578175,58',,
121686,984,2577941,69',,
40567,984,2577941,84',,
40567,984,2578033,,,90 + 1'
40567,984,2578145,47',,
40567,984,2578188,90',,
40567,984,2578182,41',,
45330,984,2577866,61',,
45330,984,2577959,78',,
45330,984,2577994,87',,
45330,984,2577997,56',,
45330,984,2578050,81',,
45330,984,2578088,64',,
45330,984,2578084,25',,
45330,984,2578157,88',,
45330,984,2578250,62',,
37171,984,2577866,57',,
37171,984,2577941,25',,
37171,984,2578058,73',,
37171,984,2578206,47',,
37171,984,2578210,33',,
27614,984,2577959,34',,
27614,984,2578040,43',,
27614,984,2578058,57',,
36814,984,2577957,79',,
36814,984,2577959,21',,
36814,984,2578008,72',,
36814,984,2578033,65',,
36814,984,2578040,83',,
36814,984,2578228,90 + 6',,
36814,984,2578146,83',,
85935,984,2577894,37',,
85935,984,2577994,16',,
85935,984,2578008,78',,
85935,984,2578058,83',,
85935,984,2578073,,,34'
85935,984,2578084,70',,
85935,984,2578146,51',,
85935,984,2578284,45 + 2',,
3547,984,2577866,39',,
3547,984,2578073,64',,
3547,984,2578146,51',,
37157,984,2578157,32',,
61711,984,2577894,71',,
61711,984,2578088,87',,
80197,984,2578033,60',,
80197,984,2578073,,,90 + 5'
49655,984,2577892,66',,
49655,984,2577941,90 + 3',,
47659,1010,2577942,90',,
47659,1010,2577997,55',,
47659,1010,2578070,48',,
33781,289,2578085,67',,
33781,289,2578194,90',,
296986,984,2578284,74',,
27114,289,2577861,73',,
27114,289,2577968,43',74',
27114,289,2578206,18',,
27114,289,2578288,87',,
102427,336,2577861,85',,
102427,336,2577900,47',,
102427,336,2577968,14',,
102427,336,2577978,73',,
57420,289,2586842,23',,
57420,289,2586902,39',,
57420,289,2586968,62',67',
57420,289,2609685,63',,
52119,289,2577900,82',,
52119,289,2578085,79',,
36866,289,2577861,42',,
