player_id,game_id,team_id,assists
3333,2578142,31,2
51452,2578142,31,1
80444,2577961,31,2
80444,2578037,31,1
80444,2578143,31,2
236510,2578217,31,1
236510,2578243,31,1
236510,2578254,31,1
195652,2578003,31,1
195652,2578249,31,1
148368,2578196,31,1
50201,2578003,31,1
50201,2578104,31,1
50201,2578254,31,1
131789,2578003,31,1
131789,2578037,31,2
131789,2578077,31,1
131789,2578110,31,1
131789,2578134,31,1
131789,2578143,31,1
131789,2578178,31,1
47082,2578199,31,1
42710,2578058,148,1
42710,2578229,148,1
175722,2578109,148,1
175722,2578274,148,1
95424,2578082,148,1
95424,2578153,148,1
95424,2578184,148,1
50174,2578011,148,1
50174,2578018,148,1
50174,2578109,148,1
50174,2578218,148,1
95810,2578275,148,1
255916,2578163,289,1
192765,2577890,148,1
192765,2578087,148,1
69633,2577890,148,1
69633,2577972,148,1
69633,2577969,148,1
69633,2577996,148,1
69633,2578045,148,2
69633,2578074,148,1
69633,2578114,148,1
69633,2578120,148,1
69633,2578199,148,1
69633,2578218,148,1
69633,2578258,148,2
69633,2578253,148,1
69633,2578262,148,1
19368,2578258,148,1
207929,2578082,148,1
207929,2578087,148,1
207929,2578114,148,1
207929,2578120,148,1
207929,2578133,148,1
207929,2578174,148,1
207929,2578187,148,2
207929,2578184,148,1
91845,2578045,148,1
61842,2578207,762,1
61842,2578244,762,1
132098,2578275,148,1
241119,2577969,148,1
111630,2577951,148,1
111630,2577969,148,1
111630,2578011,148,1
111630,2578147,148,1
111630,2578174,148,1
111630,2578218,148,1
111630,2578258,148,1
111630,2578262,148,1
111630,2578286,148,1
59631,2577902,148,1
59631,2578114,148,1
11111,2578166,29,1
208244,2577950,9261,1
124983,2578169,29,1
13507,2578106,29,2
68390,2577884,29,1
68390,2578042,29,1
68390,2578032,29,1
131978,2577884,29,1
131978,2577950,29,2
131978,2578042,29,1
131978,2578032,29,1
131978,2578068,29,1
131978,2578227,29,1
131978,2578245,29,1
3291,2578048,29,1
3291,2578108,29,1
73484,2578227,29,1
73484,2578125,29,1
73484,2578129,29,2
73484,2578245,29,1
45333,2578009,29,1
45333,2578227,29,1
42413,2578260,29,1
12763,2578110,1123,1
12763,2578246,1123,1
33639,2578166,29,2
14221,2578125,29,1
96341,2577865,29,1
96341,2577986,29,1
96341,2578009,29,2
96341,2578229,29,1
96341,2578169,29,1
96341,2578267,29,1
8552,2577865,29,1
8552,2577884,29,1
8552,2578009,29,1
129476,2577986,29,2
129476,2578002,29,1
129476,2578009,29,2
129476,2578023,29,1
129476,2578032,29,1
129476,2578069,29,1
129476,2578106,29,1
33829,2578285,180,1
91251,2578272,180,1
250478,2578098,36546,1
250478,2578100,36546,1
112988,2577859,180,1
112988,2578278,180,1
40611,2578017,180,1
40611,2578027,180,1
40611,2578083,180,1
40611,2578278,180,1
77760,2578132,180,1
181579,2577976,180,1
181579,2578049,180,1
181579,2578118,180,1
181579,2578137,180,1
200512,2577943,180,2
200512,2577966,180,1
200512,2577975,180,1
200512,2578041,180,1
200512,2578083,180,1
200512,2578272,180,1
123742,2578000,641,1
28973,2578098,180,1
28973,2578100,180,1
28973,2578180,180,1
36139,2577859,180,1
36139,2577983,180,1
36139,2578017,180,1
36139,2578083,180,1
36139,2578276,180,1
36139,2578168,180,1
36139,2578180,180,1
36139,2578226,180,1
36139,2578285,180,3
36139,2578286,180,2
170929,2577859,9253,1
60744,2577995,762,1
60744,2578043,762,1
60744,2578101,762,1
60744,2578274,762,1
49499,2577987,762,1
49499,2578024,762,1
49499,2578101,762,1
49499,2578194,762,1
49499,2578273,762,1
30670,2577967,762,1
30670,2578208,762,1
30670,2578273,762,1
61644,2578135,762,1
46001,2577962,762,1
46001,2577995,762,3
46001,2578056,762,1
46001,2578150,762,1
46001,2578274,762,2
71292,2577883,762,1
71292,2578001,762,1
71292,2578028,762,1
71292,2578113,762,1
71292,2578145,762,1
71292,2578179,762,1
45509,2578079,762,1
258188,2578274,762,1
43261,2577859,762,1
246968,2577967,762,1
246968,2577995,762,1
51152,2578074,762,1
51152,2578092,762,1
51152,2578244,762,1
51152,2578274,762,1
225083,2577979,1003,1
225083,2578054,1003,1
225083,2578141,1003,1
225083,2578235,1003,1
73491,2577955,1003,1
73491,2577964,1003,1
73491,2577971,1003,1
73491,2578012,1003,1
73491,2578107,1003,1
73491,2578211,1003,1
73491,2578280,1003,1
73491,2578283,1003,1
56872,2578157,1003,1
56872,2578260,1003,1
157506,2578235,1003,1
157506,2578280,1003,1
157506,2578264,1003,1
61560,2577861,1003,2
61560,2577891,1003,1
61560,2578012,1003,2
61560,2578054,1003,1
61560,2578065,1003,1
171424,2577955,1003,2
171424,2577983,1003,1
171424,2578005,1003,1
171424,2578035,1003,1
171424,2578065,1003,1
171424,2578107,1003,1
171424,2578123,1003,1
171424,2578141,1003,1
171424,2578157,1003,1
292417,2578211,1003,1
197838,2577891,1003,1
197838,2577902,1003,1
197838,2578054,1003,1
197838,2578068,1003,2
79642,2578068,1003,1
197838,2578154,1003,1
79642,2578123,1003,1
197838,2578192,1003,1
197838,2578183,1003,1
37011,2577983,1003,1
54890,2577964,1003,1
54890,2577971,1003,1
54890,2578035,1003,1
43763,2578029,512,1
3881,2577970,512,1
3881,2577980,512,1
3881,2578086,512,1
12124,2578209,512,1
15773,2578151,512,1
15773,2578201,512,1
28990,2578252,512,1
86792,2577897,512,1
86792,2578067,512,2
86792,2578152,512,1
86792,2578151,512,1
86792,2578217,512,1
44675,2578227,512,1
3306,2578036,512,1
3306,2578152,512,1
3306,2578201,512,1
41384,2577964,512,1
41384,2577970,512,1
41384,2578227,512,1
41384,2578099,512,1
41384,2578209,512,1
41384,2578269,512,1
81999,2577890,512,1
62049,2578170,512,1
81999,2578228,512,1
4072,2578281,512,1
29692,2578085,2288,1
67355,2578209,2288,1
85475,2578059,2288,1
67416,2577976,2288,1
67416,2578108,2288,1
66219,2577900,2288,1
66219,2578004,2288,1
66219,2578251,2288,1
184398,2578251,2288,1
81796,2578105,2288,1
40613,2578153,2288,1
40613,2578155,2288,1
63342,2578186,2288,1
63342,2578177,2288,1
90466,2577944,2288,1
90466,2578191,2288,1
90466,2578243,2288,1
45403,2577944,2288,1
45403,2578028,2288,1
45403,2578085,2288,1
45403,2578108,2288,1
45403,2578251,2288,1
189070,2578233,2288,1
189070,2578251,2288,1
77932,2577883,2288,1
77932,2578001,2288,1
68306,2604118,2288,1
14066,2578209,2288,1
84481,2609767,1082,1
84481,2609784,1082,1
84481,2609793,1082,1
84481,2609824,1082,1
145988,2577985,873,1
145988,2577994,873,1
145988,2578072,873,1
145988,2578114,873,1
145988,2578122,873,1
46791,2577948,873,1
95435,2578043,873,2
95435,2578138,873,1
8883,2578279,873,1
75471,2577948,873,1
75471,2578063,873,1
75471,2578163,873,1
75471,2578269,873,1
265132,2578278,405,1
3548,2578030,405,1
32617,2577955,405,1
241229,2577942,405,1
241229,2577961,405,1
164771,2578030,405,1
164771,2578049,405,1
164771,2578079,405,1
164771,2578127,405,1
164771,2578166,405,1
9619,2577961,405,1
91317,2577857,405,1
126665,2578214,405,1
91317,2578257,405,1
127987,2578127,405,1
204103,2577895,405,1
204103,2578247,405,1
39908,2578151,405,1
39908,2578257,405,1
37148,2577955,405,1
37148,2578004,405,1
38073,2577995,1123,2
38388,2578220,1123,1
38388,2578099,1123,1
45395,2577956,1123,1
45395,2577979,1123,1
45395,2578207,1123,2
36608,2578110,1123,1
128229,2578039,1123,1
128229,2578207,1123,1
24589,2577863,1123,1
24589,2577888,1123,2
24589,2577956,1123,1
24589,2577988,1123,1
24589,2578219,1123,1
24589,2578110,1123,1
24589,2578160,1123,1
24589,2578246,1123,1
15921,2578188,1123,1
129078,2577897,1123,1
129078,2578246,1123,1
35855,2578078,1123,1
35855,2578110,1123,1
44624,2578034,1123,1
41355,2594688,150,1
41355,2594699,150,1
42412,2578250,984,1
25248,2578146,984,1
17804,2578175,984,1
45330,2578240,984,1
37171,2578073,984,1
37171,2578159,984,1
37171,2578253,984,1
27614,2577959,984,1
27614,2577986,984,1
27614,2578228,984,1
36814,2577986,984,1
36814,2578040,984,1
36814,2578060,984,1
85935,2578008,984,1
85935,2578040,984,1
85935,2578121,984,1
85935,2578210,984,1
3547,2578058,984,1
3547,2578084,984,1
3547,2578157,984,1
37157,2578012,984,1
37157,2578159,984,1
314266,2578284,984,1
61711,2577894,984,1
61711,2578012,984,1
80197,2577894,984,1
80197,2578060,984,1
80197,2578159,984,1
49655,2577941,984,1
64308,2618605,683,1
27114,2578019,289,1
57420,2578168,289,1
102427,2578009,336,1
52119,2578009,289,1
52119,2578085,289,1
52119,2578288,289,1
60573,2577978,289,2
60573,2578019,289,1
60573,2578247,289,1
60573,2578200,289,1
31720,2578241,289,1
36500,2577942,289,1
36500,2578247,289,1
96754,2578128,289,1
31579,2577861,289,1
38497,2577861,289,1
96754,2578241,289,1
38497,2577900,289,1
31579,2578046,289,1
31579,2578247,289,1
31579,2578085,289,1
31579,2578109,289,1
38497,2578270,289,1
248045,2578270,289,1
103565,2578134,289,1
103565,2586809,289,1
103565,2586844,289,1
103565,2586904,289,2
103565,2586916,289,1
103565,2600622,289,1
103565,2609673,289,1
35099,2578019,244,1
35099,2609800,244,1
35099,2609820,244,1
3875,2578163,289,1
90836,2578053,989,1
61819,2577996,989,1
61819,2578032,989,1
61819,2578096,989,1
61819,2578122,989,1
61819,2578152,989,1
44983,2577968,989,1
44983,2578073,989,1
29975,2578073,989,1
29975,2578093,989,1
29975,2578249,989,1
13573,2577898,989,1
13573,2577956,989,1
13573,2578214,989,1
13573,2578234,989,1
61583,2577982,989,1
28140,2577898,989,2
92469,2577981,989,1
28140,2578177,989,1
92469,2578028,989,1
92469,2578057,989,1
28140,2578259,989,1
92469,2578156,989,1
92469,2578179,989,1
92469,2578177,989,1
87672,2578028,989,1
87672,2578128,989,1
36939,2578096,989,2
36939,2578179,989,1
91059,2578032,989,1
91059,2578179,989,1
91059,2578245,989,1
53622,2754182,281,1
53622,2698186,281,1
88755,2755718,281,1
88755,2697999,281,1
88755,2698011,281,1
88755,2698099,281,1
88755,2698114,281,2
88755,2698186,281,1
88755,2698185,281,1
88755,2698178,281,1
88755,2698229,281,1
88755,2698237,281,1
88755,2698311,281,1
88755,2698430,281,1
88755,2698368,281,2
88755,2698363,281,2
88755,2698382,281,1
88755,2698361,281,2
35518,2754911,281,1
35518,2805637,281,1
35518,2698011,281,1
35518,2698134,281,1
35518,2698237,281,1
35518,2698218,281,1
35518,2698352,281,1
13091,2805637,281,1
35518,2698430,281,1
35518,2698348,281,1
35518,2698368,281,1
18935,2718752,368,1
18935,2718905,368,1
18935,2719047,368,1
134425,2754182,281,1
134425,2755694,281,1
134425,2805637,281,1
134425,2805645,281,1
134425,2697993,281,1
134425,2697999,281,1
134425,2698099,281,1
134425,2698229,281,1
134425,2698218,281,2
134425,2698277,281,1
134425,2698242,281,2
134425,2698354,281,1
70934,2755734,281,1
70934,2698011,281,1
70934,2698178,281,1
363205,2698242,281,1
363205,2698363,281,1
363205,2698382,281,1
363205,2698361,281,1
26399,2755694,281,1
26399,2805637,281,1
26399,2698186,281,1
26399,2698384,281,1
26399,2698382,281,1
26399,2698361,281,1
295330,2697999,281,1
295330,2698094,281,1
295330,2698099,281,1
192565,2754182,281,1
192565,2805637,281,1
192565,2698140,281,1
192565,2698384,281,1
192565,2698369,281,2
192565,2698361,281,1
50174,2755742,148,1
50174,2698116,148,1
50174,2698224,148,1
50174,2698240,148,1
45314,2726840,12,1
192765,2698334,148,1
192765,2698364,148,1
192765,2698396,148,1
95424,2697991,148,1
95424,2698087,148,1
95424,2698224,148,1
95424,2698217,148,1
95424,2698258,148,1
95810,2698210,148,2
95810,2698345,148,1
95810,2698391,148,2
77760,2698391,148,1
249126,2698334,148,1
69633,2755742,148,1
69633,2698087,148,2
69633,2698126,148,1
186383,2698396,148,1
69633,2698212,148,1
46001,2698212,148,1
69633,2698240,148,2
69633,2698265,148,2
69633,2698258,148,1
46001,2698240,148,1
69633,2698266,148,2
69633,2698345,148,1
69633,2698342,148,1
69633,2698364,148,1
69633,2698391,148,2
19368,2698164,148,1
19368,2698305,148,1
207929,2755713,148,1
207929,2755742,148,1
207929,2698188,148,1
207929,2698212,148,1
121279,2698256,2288,1
121279,2698332,2288,1
207929,2698258,148,1
207929,2698334,148,1
207929,2698300,148,1
207929,2698383,148,1
207929,2698342,148,1
207929,2698396,148,1
207929,2698391,148,1
91845,2698087,148,1
91845,2698116,148,1
91845,2698162,148,1
91845,2698212,148,1
91845,2698273,148,1
91845,2698345,148,1
91845,2698396,148,1
91845,2698391,148,1
241119,2701646,244,1
111630,2754185,148,1
111630,2754899,148,1
111630,2698013,148,1
132098,2698002,148,1
132098,2698210,148,1
132098,2698294,148,1
132098,2698266,148,1
132098,2698342,148,1
132098,2698346,148,1
132098,2698396,148,1
207015,2698113,148,1
207015,2698383,148,1
76277,2698243,11,1
88590,2698208,11,1
88590,2698430,11,1
44792,2755729,11,2
44792,2698139,11,1
191217,2698108,11,1
191217,2698213,11,1
43003,2698159,11,1
43003,2698417,11,1
43003,2698415,11,1
191217,2698358,11,2
160438,2755697,11,1
160438,2698096,11,1
74223,2698228,989,1
74223,2698431,989,1
50057,2755697,11,1
50057,2698139,11,1
50057,2698261,11,1
50057,2698402,11,1
50057,2698341,11,1
50057,2698358,11,1
143424,2754914,11,1
143424,2698139,11,1
143424,2698157,11,1
143424,2698208,11,1
143424,2698213,11,1
143424,2698422,11,1
143424,2698410,11,2
111455,2698250,11,1
111455,2698350,11,1
15799,2754914,11,1
15799,2697986,11,2
242631,2754178,11,1
242631,2697986,11,1
242631,2698096,11,2
35664,2754914,11,1
35664,2755697,11,1
35664,2755729,11,1
35664,2698139,11,1
35664,2698164,11,1
35664,2698208,11,1
35664,2698204,11,1
35664,2698261,11,1
35664,2698243,11,1
35664,2698430,11,1
35664,2698422,11,1
35664,2698341,11,1
35664,2698427,11,1
35664,2698428,11,1
82442,2805648,11,1
82442,2698095,11,1
82442,2698159,11,1
82442,2698250,11,2
33713,2698014,11,1
33713,2698120,11,1
40433,2754907,11,2
40433,2754914,11,1
40433,2755729,11,1
40433,2698014,11,2
40433,2698108,11,1
40433,2698131,11,1
40433,2698208,11,1
40433,2698213,11,1
40433,2698237,11,1
40433,2698225,11,1
40433,2698390,11,1
40433,2698318,11,1
40433,2698358,11,1
67063,2698428,11,2
73185,2754914,11,2
73185,2718712,11,1
103427,2698299,985,1
12282,2698110,985,2
183288,2697998,985,1
183288,2698308,985,1
14086,2698344,985,1
33544,2698245,985,1
33544,2698299,985,1
33544,2698434,985,1
11111,2698431,29,1
67355,2698321,29,1
67355,2698317,29,1
67355,2698343,29,1
13507,2698008,29,1
13507,2698203,29,1
13507,2698241,29,1
348623,2698004,29,1
13507,2698343,29,1
13520,2698420,29,1
68390,2698302,29,1
68390,2698247,29,1
68390,2698431,29,1
68390,2698413,29,1
3291,2698194,29,1
131978,2698004,29,1
131978,2698203,29,1
131978,2698302,29,2
131978,2698431,29,1
131978,2698334,29,1
131978,2698327,29,1
131978,2698425,29,1
131978,2698343,29,1
73484,2698255,1010,1
73484,2698390,1010,1
314210,2698270,29,1
314210,2698252,29,1
314210,2698421,29,1
45333,2698431,29,1
126665,2698090,29,1
126665,2698172,29,1
14221,2698194,29,1
75471,2698090,29,1
75471,2698105,29,1
75471,2698134,29,1
75471,2698176,29,1
33639,2698090,29,1
33639,2698241,29,1
33639,2698302,29,1
33639,2698413,29,1
33639,2698334,29,1
33639,2698425,29,2
96341,2698105,29,1
96341,2698152,29,1
96341,2698176,29,1
96341,2698270,29,1
96341,2698327,29,1
96341,2698421,29,1
129476,2726644,5,1
129476,2726733,5,1
129476,2726748,5,1
209781,2698391,3008,1
139503,2698270,29,1
139503,2698421,29,1
42234,2698268,379,1
37526,2698118,379,1
37526,2698162,379,2
92571,2698133,379,1
92571,2698306,379,1
236953,2698313,379,1
181380,2698011,379,1
101213,2698295,379,1
37647,2698088,244,2
37647,2698103,244,2
37647,2698171,244,1
37647,2698150,244,1
37647,2698268,244,1
37647,2735566,244,2
37647,2735635,244,1
135853,2698251,379,2
45403,2698330,379,1
45403,2698389,379,1
82130,2698005,379,1
45403,2698388,379,1
57162,2698268,379,1
22614,2698160,379,1
22614,2698222,379,1
22614,2698248,379,1
57162,2698287,379,1
57162,2698313,379,1
22614,2698314,379,1
22614,2698398,379,1
104124,2698170,379,1
104124,2698199,379,1
104124,2698260,379,3
104124,2698251,379,1
96828,2719064,1049,1
48066,2698331,379,1
163744,2698337,180,1
81789,2698160,180,1
40611,2698106,180,1
40611,2698290,180,1
40611,2698272,180,2
40611,2698305,180,1
226968,2698130,36546,1
112988,2698281,180,1
112988,2698337,180,1
112988,2698393,180,1
104223,2698228,180,1
66100,2698130,180,1
181579,2698012,180,1
181579,2698193,180,1
181579,2698240,180,1
181579,2698272,180,1
36139,2698095,180,1
28973,2698130,180,1
28973,2698228,180,1
36139,2698271,180,1
36139,2698272,180,1
36139,2698316,180,2
36139,2698339,180,1
28973,2698337,180,1
129078,2698228,180,1
129627,2698106,180,1
286919,2698192,180,1
53360,2698295,180,1
53360,2698400,180,1
37304,2698281,180,1
37304,2698400,180,1
62688,2698226,873,1
36861,2698207,873,1
36861,2698284,873,1
141655,2698111,873,1
52119,2698174,873,1
92572,2698121,873,1
78959,2698098,873,1
78959,2698257,873,1
29434,2698264,873,1
29434,2698312,873,1
29434,2698394,873,1
41416,2698111,873,1
41416,2698226,873,1
41416,2698360,873,1
47995,2698007,873,1
47995,2698098,873,1
47995,2698166,873,1
47995,2698394,873,1
47995,2698360,873,1
157506,2698360,873,1
145988,2698086,873,1
145988,2698168,873,1
145988,2698143,873,1
145988,2698180,873,1
145988,2698178,873,1
145988,2698226,873,1
145988,2698222,873,2
145988,2698411,873,1
145988,2698347,873,2
61842,2698098,873,1
61842,2698234,873,1
61842,2698284,873,1
61842,2698337,873,1
61842,2698347,873,1
61842,2698085,873,1
81801,2698111,873,1
50201,2698226,873,1
50201,2698411,873,1
10003,2698163,1003,1
2998,2698010,1003,1
2998,2698424,1003,1
62945,2718906,1084,1
214056,2698110,1003,1
6636,2755712,1003,1
6636,2698102,1003,1
6636,2698236,1003,1
6636,2698304,1003,1
6636,2698085,1003,1
73491,2805644,1003,1
73491,2698010,1003,1
274839,2698331,1003,1
316125,2840939,1003,1
61560,2755712,1003,1
37442,2698336,1003,2
61560,2698239,1003,1
61560,2698304,1003,1
61560,2698331,1003,1
61560,2698303,1003,2
61560,2698369,1003,1
292417,2697992,1003,1
292417,2698137,1003,1
292417,2698236,1003,1
292417,2698425,1003,1
74768,2698003,641,1
13465,2698248,3008,1
122223,2698160,3008,1
61832,2698132,984,1
77737,2718851,3008,1
9508,2698001,3008,1
9508,2698354,3008,1
37920,2698424,3008,1
37920,2698306,3008,2
37920,2698433,3008,1
37920,2698405,3008,1
37920,2701646,3008,1
37920,2702783,3008,1
37920,2702817,3008,1
44624,2698096,3008,1
44624,2698161,3008,1
76608,2697992,3008,1
76608,2698329,3008,1
76608,2698433,3008,1
49734,2698137,9264,1
3540,2698372,289,1
128904,2698433,641,1
215118,2698251,641,1
77544,2698105,641,1
77544,2698185,641,1
77544,2698384,641,1
73067,2698191,641,1
73067,2698353,641,1
121257,2698163,641,1
121257,2698191,641,1
123742,2697994,641,1
123742,2698163,641,1
123742,2698191,641,1
95755,2698118,641,1
95755,2698136,641,1
95755,2698400,641,1
4063,2698086,641,1
4063,2698113,641,1
4063,2698402,641,1
204103,2698433,641,1
18644,2698000,641,2
18644,2698189,641,1
18644,2698278,641,1
121477,2698145,984,1
42412,2698287,984,1
40567,2698254,984,1
157495,2872150,281,1
95424,2917367,281,1
145707,2872135,281,1
95424,2872150,281,1
95424,2872163,281,1
95424,2872190,281,1
95424,2872214,281,1
9594,2872453,281,1
95424,2872339,281,1
95424,2872386,281,1
9594,3062384,281,1
26267,2981994,281,1
26267,2872116,281,1
26267,2872214,281,1
26267,2872218,281,1
26267,2872299,281,1
53622,2917415,281,1
53622,2917431,281,1
53622,2872291,281,1
50362,2872190,281,1
50362,2872461,281,1
88755,2917367,281,1
88755,2917399,281,1
88755,2917415,281,1
88755,2981994,281,1
88755,2872150,281,2
88755,2872163,281,1
88755,2872190,281,2
88755,2872198,281,1
88755,2872253,281,1
88755,2872261,281,1
88755,2872311,281,1
88755,2872350,281,1
88755,2872360,281,1
241641,2917376,281,1
88755,2872378,281,3
13091,2872279,281,1
88755,2872429,281,1
241641,2982002,281,1
88755,2872491,281,1
88755,2977719,281,1
134425,3018936,281,1
13091,2872461,281,1
88755,3072772,281,1
241641,2872198,281,1
134425,2872190,281,2
134425,2872218,281,1
134425,2872237,281,1
241641,2872279,281,1
241641,2872291,281,1
241641,2872299,281,1
134425,2872279,281,1
134425,2872299,281,1
241641,2872368,281,1
134425,2872350,281,1
134425,2872360,281,2
134425,2872412,281,1
134425,2872441,281,1
134425,2872453,281,1
134425,2872474,281,3
134425,2977722,281,2
35518,2917367,281,1
35518,2917376,281,1
35518,2872116,281,1
35518,2872135,281,1
35518,2872163,281,2
35518,2872170,281,2
35518,2872218,281,1
35518,2872230,281,1
35518,2872400,281,1
35518,2872429,281,2
192565,2917415,281,2
192565,2872170,281,2
192565,2872190,281,1
192565,2872198,281,1
192565,2872214,281,1
192565,2872230,281,1
192565,2872291,281,2
192565,2872330,281,1
192565,2872350,281,1
192565,2872386,281,1
192565,2872441,281,1
192565,2872420,281,3
406635,2872378,281,1
26399,2981994,281,1
26399,2872150,281,1
26399,2872163,281,1
26399,2872170,281,1
26399,2872299,281,1
26399,2872339,281,1
26399,2872386,281,1
108390,2917361,631,1
363205,2917448,281,1
363205,2872177,281,1
363205,2872237,281,1
363205,2872261,281,1
363205,2872412,281,1
363205,2977709,281,1
86202,2872149,631,1
112515,2917385,631,1
112515,2872277,631,1
112515,2872451,631,1
57500,2872136,631,1
57500,2872149,631,1
57500,2872172,631,2
57500,2872215,631,1
57500,2872306,631,1
181778,2872416,631,1
225083,2872407,631,1
173859,2917361,631,1
8806,2917361,631,1
173859,2872325,631,1
182618,2917361,631,1
8806,2872187,631,1
182618,2872172,631,1
182618,2872195,631,1
8806,2872234,631,2
8806,2872306,631,1
202886,2872209,873,1
